,start_station_id,end_station_id,trips,mean_tripduration,station_name_start,station_latitude_start,station_longitude_start,station_name_end,station_latitude_end,station_longitude_end
598,116,293,8,621,W 17 St & 8 Ave,40.74177603,-74.00149746,Lafayette St & E 8 St,40.73020661,-73.99102628
599,116,297,8,1105,W 17 St & 8 Ave,40.74177603,-74.00149746,E 15 St & 3 Ave,40.734232,-73.986923
600,116,300,1,576,W 17 St & 8 Ave,40.74177603,-74.00149746,Shevchenko Pl & E 7 St,40.728145,-73.990214
601,116,301,12,979,W 17 St & 8 Ave,40.74177603,-74.00149746,E 2 St & Avenue B,40.72217444,-73.98368779
602,116,303,5,906,W 17 St & 8 Ave,40.74177603,-74.00149746,Mercer St & Spring St,40.72362738,-73.99949601
603,116,305,2,1407,W 17 St & 8 Ave,40.74177603,-74.00149746,E 58 St & 3 Ave,40.76095756,-73.96724467
604,116,306,1,282,W 17 St & 8 Ave,40.74177603,-74.00149746,Cliff St & Fulton St_1,40.70823502,-74.00530063
605,116,307,1,1550,W 17 St & 8 Ave,40.74177603,-74.00149746,Canal St & Rutgers St,40.71427487,-73.98990025
606,116,317,1,530,W 17 St & 8 Ave,40.74177603,-74.00149746,E 6 St & Avenue B,40.72453734,-73.98185424
607,116,318,35,913,W 17 St & 8 Ave,40.74177603,-74.00149746,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874
608,116,319,1,236,W 17 St & 8 Ave,40.74177603,-74.00149746,Fulton St & Broadway,40.711066,-74.009447
609,116,323,2,970,W 17 St & 8 Ave,40.74177603,-74.00149746,Lawrence St & Willoughby St,40.69236178,-73.98631746
610,116,324,1,2122,W 17 St & 8 Ave,40.74177603,-74.00149746,DeKalb Ave & Hudson Ave,40.689888,-73.981013
611,116,325,6,648,W 17 St & 8 Ave,40.74177603,-74.00149746,E 19 St & 3 Ave,40.73624527,-73.98473765
612,116,326,8,892,W 17 St & 8 Ave,40.74177603,-74.00149746,E 11 St & 1 Ave,40.72953837,-73.98426726
613,116,327,8,1071,W 17 St & 8 Ave,40.74177603,-74.00149746,Vesey Pl & River Terrace,40.7153379,-74.01658354
614,116,334,24,204,W 17 St & 8 Ave,40.74177603,-74.00149746,W 20 St & 7 Ave,40.74238787,-73.99726235
615,116,335,3,484,W 17 St & 8 Ave,40.74177603,-74.00149746,Washington Pl & Broadway,40.72903917,-73.99404649
616,116,336,1,500,W 17 St & 8 Ave,40.74177603,-74.00149746,Sullivan St & Washington Sq,40.73047747,-73.99906065
617,116,340,1,1231,W 17 St & 8 Ave,40.74177603,-74.00149746,Madison St & Clinton St,40.71269042,-73.98776323
618,116,342,1,1736,W 17 St & 8 Ave,40.74177603,-74.00149746,Columbia St & Rivington St,40.71739973,-73.98016555
619,116,345,13,353,W 17 St & 8 Ave,40.74177603,-74.00149746,W 13 St & 6 Ave,40.73649403,-73.99704374
620,116,346,18,400,W 17 St & 8 Ave,40.74177603,-74.00149746,Bank St & Hudson St,40.73652889,-74.00618026
621,116,347,8,588,W 17 St & 8 Ave,40.74177603,-74.00149746,Greenwich St & W Houston St,40.728846,-74.008591
622,116,348,4,969,W 17 St & 8 Ave,40.74177603,-74.00149746,W Broadway & Spring St,40.72490985,-74.00154702
623,116,352,8,539,W 17 St & 8 Ave,40.74177603,-74.00149746,W 56 St & 6 Ave,40.76340613,-73.97722479
624,116,357,4,563,W 17 St & 8 Ave,40.74177603,-74.00149746,E 11 St & Broadway,40.73261787,-73.99158043
625,116,358,20,505,W 17 St & 8 Ave,40.74177603,-74.00149746,Christopher St & Greenwich St,40.73291553,-74.00711384
626,116,359,1,1051,W 17 St & 8 Ave,40.74177603,-74.00149746,E 47 St & Park Ave,40.75510267,-73.97498696
627,116,363,5,1141,W 17 St & 8 Ave,40.74177603,-74.00149746,West Thames St,40.70834698,-74.01713445
628,116,367,2,1521,W 17 St & 8 Ave,40.74177603,-74.00149746,E 53 St & Lexington Ave,40.75828065,-73.97069431
629,116,368,5,435,W 17 St & 8 Ave,40.74177603,-74.00149746,Carmine St & 6 Ave,40.73038599,-74.00214988
630,116,369,1,336,W 17 St & 8 Ave,40.74177603,-74.00149746,Washington Pl & 6 Ave,40.73224119,-74.00026394
631,116,375,5,830,W 17 St & 8 Ave,40.74177603,-74.00149746,Mercer St & Bleecker St S,40.72679454,-73.99695094
632,116,377,1,614,W 17 St & 8 Ave,40.74177603,-74.00149746,6 Ave & Canal St,40.72243797,-74.00566443
633,116,379,4,583,W 17 St & 8 Ave,40.74177603,-74.00149746,W 31 St & 7 Ave,40.749156,-73.9916
634,116,380,8,423,W 17 St & 8 Ave,40.74177603,-74.00149746,W 4 St & 7 Ave S,40.73401143,-74.00293877
635,116,382,16,757,W 17 St & 8 Ave,40.74177603,-74.00149746,University Pl & E 14 St,40.73492695,-73.99200509
636,116,383,17,380,W 17 St & 8 Ave,40.74177603,-74.00149746,Greenwich Ave & Charles St,40.735238,-74.000271
637,116,385,1,1536,W 17 St & 8 Ave,40.74177603,-74.00149746,E 55 St & 2 Ave,40.75797322,-73.96603308
638,116,388,44,393,W 17 St & 8 Ave,40.74177603,-74.00149746,W 26 St & 10 Ave,40.74971775,-74.00295035
639,116,393,5,1508,W 17 St & 8 Ave,40.74177603,-74.00149746,E 5 St & Avenue C,40.72299208,-73.97995466
640,116,394,3,894,W 17 St & 8 Ave,40.74177603,-74.00149746,E 9 St & Avenue C,40.72521311,-73.97768752
641,116,401,2,969,W 17 St & 8 Ave,40.74177603,-74.00149746,Allen St & Rivington St,40.72019576,-73.98997825
642,116,402,36,594,W 17 St & 8 Ave,40.74177603,-74.00149746,Broadway & E 22 St,40.7403432,-73.98955109
643,116,403,2,969,W 17 St & 8 Ave,40.74177603,-74.00149746,E 2 St & 2 Ave,40.72502876,-73.99069656
644,116,404,10,178,W 17 St & 8 Ave,40.74177603,-74.00149746,9 Ave & W 14 St,40.7405826,-74.00550867
645,116,405,22,297,W 17 St & 8 Ave,40.74177603,-74.00149746,Washington St & Gansevoort St,40.739323,-74.008119
646,116,410,4,1337,W 17 St & 8 Ave,40.74177603,-74.00149746,Suffolk St & Stanton St,40.72066442,-73.98517977
647,116,411,1,907,W 17 St & 8 Ave,40.74177603,-74.00149746,E 6 St & Avenue D,40.72228087,-73.97668709
648,116,417,3,1165,W 17 St & 8 Ave,40.74177603,-74.00149746,Barclay St & Church St,40.71291224,-74.01020234
649,116,422,4,1143,W 17 St & 8 Ave,40.74177603,-74.00149746,W 59 St & 10 Ave,40.770513,-73.988038
650,116,423,3,1067,W 17 St & 8 Ave,40.74177603,-74.00149746,W 54 St & 9 Ave,40.76584941,-73.98690506
651,116,426,5,1133,W 17 St & 8 Ave,40.74177603,-74.00149746,West St & Chambers St,40.71754834,-74.01322069
652,116,427,1,2412,W 17 St & 8 Ave,40.74177603,-74.00149746,Bus Slip & State St,40.701907,-74.013942
653,116,428,3,7515,W 17 St & 8 Ave,40.74177603,-74.00149746,E 3 St & 1 Ave,40.72467721,-73.98783413
654,116,433,3,712,W 17 St & 8 Ave,40.74177603,-74.00149746,old - E 13 St & Avenue A,40.72955361,-73.98057249
655,116,434,21,334,W 17 St & 8 Ave,40.74177603,-74.00149746,9 Ave & W 18 St,40.74317449,-74.00366443
656,116,435,60,396,W 17 St & 8 Ave,40.74177603,-74.00149746,W 21 St & 6 Ave,40.74173969,-73.99415556
657,116,438,5,685,W 17 St & 8 Ave,40.74177603,-74.00149746,St Marks Pl & 1 Ave,40.72779126,-73.98564945
658,116,439,4,1097,W 17 St & 8 Ave,40.74177603,-74.00149746,E 4 St & 2 Ave,40.7262807,-73.98978041
659,116,441,1,1025,W 17 St & 8 Ave,40.74177603,-74.00149746,E 52 St & 2 Ave,40.756014,-73.967416
660,116,442,33,381,W 17 St & 8 Ave,40.74177603,-74.00149746,W 27 St & 7 Ave,40.746647,-73.993915
661,116,444,11,482,W 17 St & 8 Ave,40.74177603,-74.00149746,Broadway & W 24 St,40.7423543,-73.98915076
662,116,445,2,809,W 17 St & 8 Ave,40.74177603,-74.00149746,E 10 St & Avenue A,40.72740794,-73.98142006
663,116,446,27,323,W 17 St & 8 Ave,40.74177603,-74.00149746,W 24 St & 7 Ave,40.74487634,-73.99529885
664,116,447,18,896,W 17 St & 8 Ave,40.74177603,-74.00149746,8 Ave & W 52 St,40.76370739,-73.9851615
665,116,448,15,621,W 17 St & 8 Ave,40.74177603,-74.00149746,W 37 St & 10 Ave,40.75660359,-73.9979009
666,116,449,8,949,W 17 St & 8 Ave,40.74177603,-74.00149746,W 52 St & 9 Ave,40.76461837,-73.98789473
667,116,450,16,1002,W 17 St & 8 Ave,40.74177603,-74.00149746,W 49 St & 8 Ave,40.76227205,-73.98788205
668,116,453,32,186,W 17 St & 8 Ave,40.74177603,-74.00149746,W 22 St & 8 Ave,40.74475148,-73.99915362
669,116,454,1,1446,W 17 St & 8 Ave,40.74177603,-74.00149746,E 51 St & 1 Ave,40.75455731,-73.96592976
670,116,455,1,1284,W 17 St & 8 Ave,40.74177603,-74.00149746,1 Ave & E 44 St,40.75001986,-73.96905301
671,116,457,12,1293,W 17 St & 8 Ave,40.74177603,-74.00149746,Broadway & W 58 St,40.76695317,-73.98169333
672,116,458,13,492,W 17 St & 8 Ave,40.74177603,-74.00149746,11 Ave & W 27 St,40.751396,-74.005226
673,116,459,24,288,W 17 St & 8 Ave,40.74177603,-74.00149746,W 20 St & 11 Ave,40.746745,-74.007756
