,station_id,station_name,station_latitude,station_longitude
272,120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168
273,415.0,Pearl St & Hanover Square,40.7047177,-74.00926027
274,3317.0,10 St & 5 Ave,40.6686273,-73.98700053
275,3118.0,McGuinness Blvd & Eagle St,40.73555,-73.95284000000002
276,3127.0,9 St & 44 Rd,40.74966,-73.9521
277,3609.0,Vernon Blvd & 31 Ave,40.7692475,-73.93545040000002
278,3544.0,Underhill Ave & Pacific St,40.6804836,-73.9646795
279,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977
280,3377.0,Carroll St & Bond St,40.6786115,-73.99037292
281,3294.0,E 91 St & Park Ave,40.7835016,-73.955327
282,3424.0,E 106 St & Lexington Ave,40.791976,-73.945993
283,441.0,E 52 St & 2 Ave,40.756014,-73.967416
284,3075.0,Division Ave & Marcy Ave,40.70708701,-73.95796783
285,3296.0,E 93 St & 2 Ave,40.78245417527987,-73.94891962409021
286,3341.0,Central Park West & W 102 St,40.795346,-73.96186
287,3407.0,Union St & Nevins St,40.67909799721684,-73.98765474557877
288,144.0,Nassau St & Navy St,40.69839895,-73.98068914
289,3101.0,N 12 St & Bedford Ave,40.72079821,-73.95484712
290,3613.0,Center Blvd & 48 Ave,40.745038,-73.957539
291,3693.0,N 11 St & Kent Ave,40.72248188638219,-73.95921930670737
292,3581.0,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457
293,3540.0,Morningside Ave & W 123 St,40.81,-73.9551508
294,3629.0,Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928
295,3602.0,31 Ave & 34 St,40.763154,-73.920827
296,3106.0,Driggs Ave & N Henry St,40.72325,-73.94308000000002
297,303.0,Mercer St & Spring St,40.72362738,-73.99949601
298,289.0,Monroe St & Classon Ave,40.6845683,-73.95881081
299,3565.0,36 Ave & 10 St,40.7614376,-73.9411265
300,3416.0,7 Ave & Park Pl,40.67761470000001,-73.97324283
301,3321.0,Clinton St & Union St,40.6831164,-73.99785267
302,3332.0,Degraw St & Hoyt St,40.68199044270703,-73.99079024791719
303,3430.0,Richardson St & N Henry St,40.71907891179564,-73.94223690032959
304,3591.0,21 St & 31 Dr,40.7659,-73.930819
305,3538.0,W 110 St & Amsterdam Ave,40.802692,-73.96295
306,3349.0,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984
307,386.0,Centre St & Worth St,40.71494807,-74.00234482
308,3453.0,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077
309,119.0,Park Ave & St Edwards St,40.69608941,-73.97803415
310,3367.0,5 Ave & E 103 St,40.7922553,-73.95249933
311,324.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013
312,3390.0,E 109 St & 3 Ave,40.79329668,-73.9432083
313,157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349
314,501.0,FDR Drive & E 35 St,40.744219,-73.97121214
315,3614.0,Crescent St & 30 Ave,40.768692,-73.9249574
316,408.0,Market St & Cherry St,40.71076228,-73.99400398
317,3727.0,Frost St & Meeker Ave,40.71766197083994,-73.94880026578903
318,3304.0,6 Ave & 9 St,40.668127,-73.98377641
319,3648.0,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805
320,3504.0,E 123 St & Lexington Ave,40.8029263,-73.9379
321,3338.0,2 Ave & E 99 St,40.7862586,-73.94552579
322,3603.0,31 Ave & 30 St,40.7647,-73.9240312
323,3088.0,Union Ave & Jackson St,40.7160751,-73.95202900000002
324,3298.0,Warren St & Court St,40.686371,-73.99383324
325,258.0,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458
326,3393.0,Richards St & Delavan St,40.67943270000001,-74.00785041
327,3070.0,McKibbin St & Manhattan Ave,40.70510918,-73.94407279
328,3766.0,Sharon St & Olive St,40.715353,-73.93856
329,3335.0,Union St & 4 Ave,40.6772744,-73.98282002
330,3135.0,E 75 St & 3 Ave,40.77112927,-73.95772297
331,3452.0,Bayard St & Leonard St,40.71915571696044,-73.94885390996933
332,484.0,W 44 St & 5 Ave,40.75500254,-73.98014437
333,3410.0,Dean St & Hoyt St,40.6864442,-73.98759104
334,3478.0,2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708866668485,-74.00870203971863
335,3132.0,E 59 St & Madison Ave,40.76350532,-73.97109243
336,3637.0,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778352
337,518.0,E 39 St & 2 Ave,40.74780373,-73.97344190000003
338,3418.0,Plaza St West & Flatbush Ave,40.67502070000001,-73.97111473
339,406.0,Hicks St & Montague St,40.69512845,-73.99595065
340,419.0,Carlton Ave & Park Ave,40.69580705,-73.97355569
341,427.0,Bus Slip & State St,40.701907,-74.013942
342,3513.0,21 St & Hoyt Ave S,40.774645,-73.92370600000002
343,399.0,Lafayette Ave & St James Pl,40.68851534,-73.9647628
344,3413.0,Wyckoff St & 3 Ave,40.6827549,-73.98258555
345,243.0,Fulton St & Rockwell Pl,40.68841,-73.979458
346,3502.0,Lexington Ave & E 111 St,40.79541210000001,-73.9441232
347,3469.0,India St & West St,40.73181401720966,-73.95995020866394
348,534.0,Water - Whitehall Plaza,40.70255065,-74.0127234
349,3249.0,Verona Pl & Fulton St,40.680356084043396,-73.94767910242079
350,3384.0,Smith St & 3 St,40.67872420000001,-73.99599099
351,487.0,E 20 St & FDR Drive,40.73314259,-73.97573881
352,3378.0,E 76 St & Park Ave,40.773763,-73.96222088
353,3557.0,40 Ave & 9 St,40.75742,-73.945133
354,3595.0,35 St & Broadway,40.760339,-73.9222427
355,3456.0,Jackson St & Leonard St,40.716380319735606,-73.94821286201476
356,3506.0,Lexington Ave & E 120 St,40.8013066,-73.93981670000002
357,309.0,Murray St & West St,40.7149787,-74.013012
358,3221.0,47 Ave & 31 St,40.743,-73.93561
359,360.0,William St & Pine St,40.70717936,-74.00887308
360,2009.0,Catherine St & Monroe St,40.71117444,-73.99682619
361,3156.0,E 72 St & York Ave,40.76663814,-73.95348296
362,3134.0,3 Ave & E 62 St,40.76312584,-73.96526895
363,3352.0,Sigourney St & Columbia St,40.67267243410948,-74.00879524648191
364,3369.0,E 82 St & East End Ave,40.7724607,-73.9468208
365,3354.0,3 St & Prospect Park West,40.668132,-73.97363831
366,3757.0,Stagg St & Morgan Ave,40.710681,-73.93372
367,3680.0,E 43 St & 5 Ave,40.754120810779256,-73.98025184869765
368,3579.0,Sterling Pl & Bedford Ave,40.672695,-73.954131
369,3373.0,3 St & 3 Ave,40.6750705,-73.98775226
370,3759.0,Irving Ave & Jefferson St,40.70538,-73.92535
371,3477.0,39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977447831,-74.01062786579129
372,3551.0,3 Ave & E 112 St,40.795508,-73.94160600000002
373,3553.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145
374,3121.0,Jackson Ave & 46 Rd,40.74524768,-73.94733276
375,3048.0,Putnam Ave & Nostrand Ave,40.68402,-73.94977
376,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882
377,310.0,State St & Smith St,40.68926942,-73.98912867
378,212.0,W 16 St & The High Line,40.74334935,-74.00681753
379,244.0,Willoughby Ave & Hall St,40.69196035,-73.96536851
380,3539.0,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
381,3076.0,Scholes St & Manhattan Ave,40.70870368,-73.9448625
382,344.0,Monroe St & Bedford Ave,40.6851443,-73.95380904
383,3094.0,Graham Ave & Withers St,40.7169811,-73.94485918
384,3085.0,Roebling St & N 4 St,40.71469,-73.95739
385,3620.0,11 St & 43 Ave,40.7519071,-73.94791190000002
386,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276
387,3232.0,Bond St & Fulton St,40.68962188790333,-73.98304268717766
388,3522.0,37 St & 24 Ave,40.7701477,-73.9120938
389,3723.0,Cadman Plaza E & Johnson St,40.69531727766904,-73.99015724658966
390,3362.0,Madison Ave & E 82 St,40.7781314,-73.96069399
391,3516.0,31 St & Astoria Blvd,40.76991760000001,-73.91840570000002
392,3083.0,Bushwick Ave & Powers St,40.71247661,-73.94100005
393,3737.0,Stanton St & Norfolk St,40.720747,-73.986274
394,3366.0,West End Ave & W 107 St,40.8021174,-73.9681805305
395,3521.0,Lenox Ave & W 111 St,40.7987859,-73.9523
396,3171.0,Amsterdam Ave & W 82 St,40.78524672,-73.97667321
397,3235.0,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882
398,417.0,Barclay St & Church St,40.71291224,-74.01020234
399,3042.0,Fulton St & Utica Ave,40.6794268,-73.92989109999998
400,3583.0,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145
401,3295.0,Central Park W & W 96 St,40.79127,-73.964839
402,356.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206
403,335.0,Washington Pl & Broadway,40.72903917,-73.99404649
404,3060.0,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915
405,3592.0,Crescent St & Broadway,40.7633589,-73.92864709999998
406,3497.0,Pleasant Ave & E 116 St,40.7949879,-73.9333349
407,3140.0,1 Ave & E 78 St,40.77140426,-73.9535166
408,3576.0,Park Pl & Vanderbilt Ave,40.6767,-73.969024
409,248.0,Laight St & Hudson St,40.72185379,-74.00771779
410,3647.0,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794
411,3124.0,46 Ave & 5 St,40.74731,-73.95451
412,3649.0,W 129 St & Convent Ave,40.81439443791581,-73.95324736833571
413,391.0,Clark St & Henry St,40.69760127,-73.99344559
414,3761.0,Cedar St & Myrtle Ave,40.697842,-73.926241
415,2000.0,Front St & Washington St,40.70255088,-73.98940236
416,3781.0,Greene Av & Myrtle Av,40.698568,-73.918877
417,3055.0,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916
418,3346.0,Berkeley Pl & 7 Ave,40.675146838709786,-73.9752320945263
419,3523.0,24 Ave & 29 St,40.7729,-73.91614200000002
420,3533.0,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999997
421,3387.0,E 106 St & Madison Ave,40.79343370000001,-73.94945003
422,3507.0,Park Ave & E 124 St,40.8045555,-73.93968609999997
423,377.0,6 Ave & Canal St,40.72243797,-74.00566443
424,330.0,Reade St & Broadway,40.71450451,-74.00562789
425,3580.0,St Johns Pl & Washington Ave,40.6737236,-73.9631611
426,321.0,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773
427,308.0,St James Pl & Oliver St,40.71307916,-73.99851193
428,268.0,Howard St & Centre St,40.71910537,-73.99973337
429,3783.0,Cliff St & Fulton St,40.70838,-74.00495
430,3495.0,E 114 St & 1 Ave,40.79456629999999,-73.9362541
431,3593.0,31 St & Broadway,40.761584,-73.925921
432,3547.0,Broadway & Moylan Pl,40.8143256,-73.9590255
433,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529
434,3671.0,E 81 St & 2 Ave,40.77477944895728,-73.95427465438844
435,3607.0,31 Ave & 14 St,40.7682,-73.9322662
436,3622.0,E 128 St & Madison Ave,40.80756,-73.93918199999997
437,3256.0,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
438,403.0,E 2 St & 2 Ave,40.72502876,-73.99069656
439,3162.0,W 78 St & Broadway,40.78339981,-73.98093133
440,341.0,Stanton St & Mangin St,40.71782143,-73.97628939
441,411.0,E 6 St & Avenue D,40.72228087,-73.97668709
442,3571.0,Bedford Ave & Bergen St,40.676368,-73.95291800000003
443,355.0,Bayard St & Baxter St,40.71602118,-73.99974372
444,3058.0,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428
445,3117.0,Franklin St & Dupont St,40.73564,-73.95866
446,3472.0,W 15 St & 10 Ave,40.742753828659026,-74.00747358798982
447,2017.0,E 43 St & 2 Ave,40.75022392,-73.97121414
448,3062.0,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908
449,351.0,Front St & Maiden Ln,40.70530954,-74.00612572
450,242.0,Carlton Ave & Flushing Ave,40.697787,-73.973736
451,3226.0,W 82 St & Central Park West,40.78275,-73.97137
452,3154.0,E 77 St & 3 Ave,40.77314236,-73.95856158
453,3319.0,14 St & 5 Ave,40.666287,-73.98895053
454,3534.0,Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000002
455,3400.0,E 110 St & Madison Ave,40.7961535,-73.94782145
456,426.0,West St & Chambers St,40.71754834,-74.01322069
457,3370.0,E 78 St & 2 Ave,40.7727966,-73.95577801
458,195.0,Liberty St & Broadway,40.70905623,-74.01043382
459,262.0,Washington Park,40.6917823,-73.97372990000002
460,416.0,Cumberland St & Lafayette Ave,40.68753406,-73.97265183
461,3074.0,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171
462,3409.0,Bergen St & Smith St,40.6867443,-73.99063168
463,216.0,Columbia Heights & Cranberry St,40.70037867,-73.99548059
464,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405
465,3052.0,Lewis Ave & Madison St,40.686312,-73.935775
466,507.0,E 25 St & 2 Ave,40.73912601,-73.97973776
467,3139.0,E 72 St & Park Ave,40.77118287540658,-73.96409422159195
468,241.0,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121
469,3344.0,Pioneer St & Van Brunt St,40.679043,-74.011169
470,3284.0,E 88 St & Park Ave,40.781410700190015,-73.95595908164978
471,3770.0,Central Ave & Flushing Ave,40.702831,-73.9333
472,3398.0,Smith St & 9 St,40.67469570000001,-73.99785768
473,261.0,Johnson St & Gold St,40.69474881,-73.98362464
474,3285.0,W 87 St & Amsterdam Ave,40.78839,-73.9747
475,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362
476,3292.0,5 Ave & E 93 St,40.78578510000001,-73.957481
477,146.0,Hudson St & Reade St,40.71625008,-74.0091059
478,3552.0,W 113 St & Broadway,40.805973,-73.964928
479,398.0,Atlantic Ave & Furman St,40.69165183,-73.99997859999998
480,372.0,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519
481,390.0,Duffield St & Willoughby St,40.69221589,-73.9842844
482,3243.0,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478
483,3173.0,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659
484,302.0,Avenue D & E 3 St,40.72082834,-73.97793172
485,3151.0,E 81 St & York Ave,40.7728384,-73.94989233
486,3360.0,Amsterdam Ave & W 79 St,40.7829391,-73.9786517
487,3064.0,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926
488,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799
489,307.0,Canal St & Rutgers St,40.71427487,-73.98990025
490,361.0,Allen St & Hester St,40.71605866,-73.99190759
491,331.0,Pike St & Monroe St,40.71173107,-73.99193043
492,217.0,Old Fulton St,40.70277159,-73.99383605
493,3283.0,W 89 St & Columbus Ave,40.7882213,-73.97041561
494,3528.0,Steinway St & 23 Ave,40.7713937,-73.9077436
495,3145.0,E 84 St & Park Ave,40.77862688,-73.95772073
496,3131.0,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069
497,519.0,Pershing Square North,40.751873,-73.97770600000003
498,3795.0,10 St & 2 Ave,40.671907,-73.993612
499,3531.0,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
500,3169.0,Riverside Dr & W 82 St,40.78720869,-73.98128127
501,3561.0,37 Ave & 35 St,40.7531106,-73.9279917
502,3582.0,Lincoln Pl & Classon Ave,40.6721683,-73.9609
503,3618.0,27 St & Hunter St,40.7485,-73.941275
504,3130.0,21 St & Queens Plaza North,40.75325964,-73.94335788
505,3356.0,Amsterdam Ave & W 66 St,40.7746671,-73.98470567
506,422.0,W 59 St & 10 Ave,40.770513,-73.988038
507,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069
508,3725.0,2 Ave & E 72 St,40.7687620293096,-73.95840793848038
509,3718.0,E 11 St & Avenue B,40.727464206923926,-73.97950418293476
510,3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594
511,3260.0,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554
512,3749.0,Lexington Ave & E 36 St,40.747573958954796,-73.97880077362059
513,366.0,Clinton Ave & Myrtle Ave,40.693261,-73.968896
514,3508.0,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
515,3443.0,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626
516,3345.0,Madison Ave & E 99 St,40.78948541553215,-73.9524292945862
517,3077.0,Stagg St & Union Ave,40.70877084,-73.95095259
518,497.0,E 17 St & Broadway,40.73704984,-73.99009296
519,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152
520,3532.0,Ditmars Blvd & 19 St,40.78145,-73.9183302
521,439.0,E 4 St & 2 Ave,40.7262807,-73.98978041
522,3562.0,Classon Ave & St Marks Ave,40.6765198,-73.9596082
523,3109.0,Banker St & Meserole Ave,40.72606,-73.95621
524,3164.0,Columbus Ave & W 72 St,40.7770575,-73.97898475
525,369.0,Washington Pl & 6 Ave,40.73224119,-74.00026394
526,3350.0,W 100 St & Broadway,40.7973721,-73.97041192
527,3069.0,Lorimer St & Broadway,40.70411791,-73.94818595
528,3065.0,Union Ave & Wallabout St,40.70029511,-73.95032283
529,412.0,Forsyth St & Canal St,40.71581550000001,-73.99422366
530,423.0,W 54 St & 9 Ave,40.76584941,-73.98690506
531,3303.0,Butler St & Court St,40.6849894,-73.99440329
532,459.0,W 20 St & 11 Ave,40.746745,-74.007756
533,3158.0,W 63 St & Broadway,40.77163851,-73.98261428
534,456.0,E 53 St & Madison Ave,40.75971079999999,-73.97402311
535,281.0,Grand Army Plaza & Central Park S,40.7643971,-73.97371465
536,340.0,Madison St & Clinton St,40.71269042,-73.98776323
537,3364.0,Carroll St & 5 Ave,40.6751622,-73.9814832
538,3081.0,Graham Ave & Grand St,40.711863,-73.944024
539,536.0,1 Ave & E 30 St,40.74144387,-73.97536082
540,347.0,Greenwich St & W Houston St,40.728846,-74.00859100000002
541,508.0,W 46 St & 11 Ave,40.76341379,-73.99667444
542,3170.0,W 84 St & Columbus Ave,40.78499979,-73.97283406
543,297.0,E 15 St & 3 Ave,40.734232,-73.986923
544,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957
545,3386.0,1 Pl & Clinton St,40.6809591,-73.99905709
546,315.0,South St & Gouverneur Ln,40.70355377,-74.00670227
547,382.0,University Pl & E 14 St,40.73492695,-73.99200509
548,493.0,W 45 St & 6 Ave,40.7568001,-73.98291153
549,3293.0,W 92 St & Broadway,40.7921,-73.9739
550,3440.0,Fulton St & Adams St,40.692418292578466,-73.98949474096298
551,393.0,E 5 St & Avenue C,40.72299208,-73.97995466
552,3584.0,Eastern Pkwy & Franklin Ave,40.67077670000001,-73.9576801
553,3498.0,Pleasant Ave & E 120 St,40.7974772,-73.9311847
554,481.0,S 3 St & Bedford Ave,40.71260486,-73.96264403
555,264.0,Maiden Ln & Pearl St,40.70706456,-74.00731853
556,480.0,W 53 St & 10 Ave,40.76669671,-73.99061728
557,336.0,Sullivan St & Washington Sq,40.73047747,-73.99906065
558,522.0,E 51 St & Lexington Ave,40.75714758,-73.97207836
559,349.0,Rivington St & Ridge St,40.71850211,-73.98329859
560,353.0,S Portland Ave & Hanson Pl,40.68539567,-73.97431458
561,3372.0,E 74 St & 1 Ave,40.7689738,-73.95482273
562,127.0,Barrow St & Hudson St,40.73172428,-74.00674436
563,3141.0,1 Ave & E 68 St,40.76500525,-73.95818491
564,3093.0,N 6 St & Bedford Ave,40.71745169,-73.95850939
565,3435.0,Grand St & Elizabeth St,40.718822,-73.99596
566,72.0,W 52 St & 11 Ave,40.76727216,-73.99392888
567,3071.0,Boerum St & Broadway,40.70538077,-73.94976519
568,3494.0,E 115 St & Lexington Ave,40.797911,-73.9423
569,3549.0,Grand Ave & Bergen St,40.678045,-73.962408
570,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719
571,274.0,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682
572,364.0,Lafayette Ave & Classon Ave,40.68900443,-73.96023854
573,448.0,W 37 St & 10 Ave,40.75660359,-73.9979009
574,3510.0,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373
575,3053.0,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000002
576,311.0,Norfolk St & Broome St,40.7172274,-73.98802084
577,3300.0,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114
578,3391.0,E 106 St & 1 Ave,40.7892529,-73.93956237
579,3061.0,Throop Ave & Myrtle Ave,40.69622937,-73.94371094
580,2002.0,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999998
581,3318.0,2 Ave & E 96 St,40.7839636,-73.94716729999998
582,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085
583,3286.0,E 89 St & 3 Ave,40.7806284,-73.9521667
584,420.0,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902
585,3351.0,E 102 St & 1 Ave,40.7869946,-73.94164802
586,3486.0,Schermerhorn St & Bond St,40.68841742754083,-73.98451656103134
587,3746.0,6 Ave & Broome St,40.72430832160217,-74.00473035871983
588,540.0,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922
589,2008.0,Little West St & 1 Pl,40.70569254,-74.01677685
590,279.0,Peck Slip & Front St,40.707873,-74.00166999999998
591,320.0,Leonard St & Church St,40.717571,-74.005549
592,3324.0,3 Ave & 14 St,40.6685455,-73.99333264
593,3656.0,E 2 St & Avenue A,40.72307749068673,-73.98583620786667
594,3126.0,44 Dr & Jackson Ave,40.74718234,-73.9432635
595,174.0,E 25 St & 1 Ave,40.7381765,-73.97738662
596,3734.0,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999998
597,368.0,Carmine St & 6 Ave,40.73038599,-74.00214988
598,470.0,W 20 St & 8 Ave,40.74345335,-74.00004031
599,3043.0,Lewis Ave & Decatur St,40.6814598,-73.934903
600,316.0,Fulton St & William St,40.70955958,-74.00653609
601,3059.0,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877
602,3558.0,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999998
603,3664.0,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915
604,363.0,West Thames St,40.70834698,-74.01713445
605,82.0,St James Pl & Pearl St,40.71117416,-74.00016545
606,3509.0,Lenox Ave & W 115 St,40.8011939,-73.9500739
607,373.0,Willoughby Ave & Walworth St,40.69331716,-73.95381995
608,3255.0,8 Ave & W 31 St,40.7505853470215,-73.9946848154068
609,3420.0,Douglass St & 3 Ave,40.6802133,-73.98432695
610,539.0,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116
611,3408.0,Congress St & Clinton St,40.6881529,-73.99520919
612,3136.0,5 Ave & E 63 St,40.766368,-73.971518
613,3044.0,Albany Ave & Fulton St,40.6800105,-73.938475
614,3312.0,1 Ave & E 94 St,40.78172120000001,-73.94594000000002
615,3707.0,Lexington Ave & E 26 St,40.741459000000006,-73.983293
616,3107.0,Bedford Ave & Nassau Ave,40.72311651,-73.95212324
617,266.0,Avenue D & E 8 St,40.72368361,-73.97574813
618,471.0,Grand St & Havemeyer St,40.71286844,-73.95698119
619,387.0,Centre St & Chambers St,40.71273266,-74.0046073
620,3573.0,35 St & 34 Ave,40.7580583,-73.92427509999997
621,3166.0,Riverside Dr & W 72 St,40.78057799010335,-73.98562431335448
622,3662.0,31 Ave & Steinway St,40.76129389728909,-73.916916847229
623,3306.0,10 St & 7 Ave,40.6662078,-73.98199886
624,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551
625,434.0,9 Ave & W 18 St,40.74317449,-74.00366443
626,116.0,W 17 St & 8 Ave,40.74177603,-74.00149746
627,3167.0,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842
628,3529.0,Lenox Ave & W 130 St,40.8107922,-73.9430681
629,3423.0,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121
630,3123.0,31 St & Thomson Ave,40.74469738,-73.93540375
631,3358.0,Garfield Pl & 8 Ave,40.6711978,-73.97484126
632,151.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505
633,350.0,Clinton St & Grand St,40.71559509,-73.9870295
634,3068.0,Humboldt St & Varet St,40.7031724,-73.940636
635,3604.0,Rogers Ave & Sterling St,40.6630619,-73.95387459999998
636,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765
637,3689.0,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028
638,314.0,Cadman Plaza West & Montague St,40.69383,-73.990539
639,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726
640,3674.0,Jay St & York St,40.70140317257725,-73.98672670125961
641,3686.0,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245
642,346.0,Bank St & Hudson St,40.73652889,-74.00618026
643,365.0,Fulton St & Grand Ave,40.68223166,-73.9614583
644,3112.0,Milton St & Franklin St,40.72906,-73.95779
645,3159.0,W 67 St & Broadway,40.77492513,-73.98266566
646,3554.0,Vernon Blvd & 41 Rd,40.7552433,-73.94856779999998
647,3724.0,7 Ave & Central Park South,40.7667405590595,-73.9790689945221
648,3574.0,Prospect Pl & Underhill Ave,40.6769694,-73.96579
649,3383.0,Cathedral Pkwy & Broadway,40.804213,-73.96699104
650,3496.0,1 Ave & E 110 St,40.7923272,-73.9383
651,3155.0,Lexington Ave & E 63 St,40.76440023,-73.96648977
652,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231
653,3697.0,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747851
654,296.0,Division St & Bowery,40.71413089,-73.99704679999998
655,251.0,Mott St & Prince St,40.72317958,-73.99480012
656,259.0,South St & Whitehall St,40.70122128,-74.01234218
657,260.0,Broad St & Bridge St,40.70365182,-74.01167797
658,3755.0,DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037
659,3536.0,W 116 St & Broadway,40.8082,-73.9641
660,164.0,E 47 St & 2 Ave,40.75323098,-73.97032517
661,3092.0,Berry St & N 8 St,40.7190095,-73.95852515
662,394.0,E 9 St & Avenue C,40.72521311,-73.97768752
663,229.0,Great Jones St,40.72743423,-73.99379025
664,432.0,E 7 St & Avenue A,40.72621788,-73.98379855
665,529.0,W 42 St & 8 Ave,40.75756989999999,-73.99098507
666,405.0,Washington St & Gansevoort St,40.739323,-74.008119
667,3289.0,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178
668,472.0,E 32 St & Park Ave,40.74571210000001,-73.98194829
669,3690.0,Park Pl & Church St,40.71334184275907,-74.00935515761375
670,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.9974018931389
671,447.0,8 Ave & W 52 St,40.76370739,-73.9851615
672,239.0,Willoughby St & Fleet St,40.69196566,-73.9813018
673,3668.0,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583
674,3305.0,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478
675,3514.0,Astoria Park S & Shore Blvd,40.7767,-73.927631
676,3096.0,Union Ave & N 12 St,40.71924,-73.95241999999998
677,3002.0,South End Ave & Liberty St,40.711512,-74.01575600000002
678,3389.0,Carroll St & Columbia St,40.6830456,-74.00348559
679,83.0,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328
680,531.0,Forsyth St & Broome St,40.71893904,-73.99266288
681,3699.0,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373
682,3790.0,Henry St & Middagh St,40.7003,-73.99158100000002
683,461.0,E 20 St & 2 Ave,40.73587678,-73.98205027
684,3129.0,Queens Plaza North & Crescent St,40.75110165,-73.94073717
685,388.0,W 26 St & 10 Ave,40.749717753,-74.002950346
686,530.0,11 Ave & W 59 St,40.771496710544405,-73.99046033620834
687,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556
688,358.0,Christopher St & Greenwich St,40.73291553,-74.00711384
689,304.0,Broadway & Battery Pl,40.70463334,-74.01361706
690,479.0,9 Ave & W 45 St,40.76019252,-73.9912551
