,station_id,station_name,station_latitude,station_longitude
19,3316.0,W 104 St & Amsterdam Ave - 1,40.7989937,-73.96621737779999
20,3447.0,E 71 St & 1 Ave,40.76703432309872,-73.95622730255127
21,3455.0,Schermerhorn St & 3 Ave,40.68680820503432,-73.98036181926726
22,3488.0,8D QC Station 01,45.506364054011385,-73.5694634914398
23,3036.0,8D OPS 01,40.66290776831685,-73.99972200393677
24,3073.0,Division Ave & Hooper St,40.70691254,-73.95441667
25,3176.0,W 64 St & West End Ave,40.77452835,-73.98753759
26,3468.0,NYCBS Depot - STY - Garage 4,40.73038010000001,-73.9747502
27,3485.0,NYCBS Depot - RIS,40.725208,-73.974724
28,3650.0,8D Mobile 01,45.506264191001186,-73.56890559196472
29,3683.0,Smart Cities Conference,40.71015471094912,-73.98453533649443
30,306.0,Cliff St & Fulton St_1,40.70823502,-74.00530063
31,3635.0,W 36 St & 9 Ave,40.754623240291046,-73.99516761302948
32,3240.0,NYCBS Depot BAL - DYR,40.759030082196055,-73.9938586950302
34,3700.0,E 87 St & 3 Ave,40.779406085297865,-73.95333588123322
36,3180.0,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712
37,3695.0,E 5 St & 2 Ave,40.72686951528207,-73.9891903102398
38,3438.0,E 76 St & 3 Ave,40.772248537721744,-73.95842134952545
39,3625.0,28 St & 40 Ave,40.7525758,-73.9364281
40,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214
42,3705.0,Thompson St & Bleecker St,40.72840059450829,-73.99968780577183
43,253.0,W 13 St & 5 Ave -moved to 5947.04,40.73543934,-73.99453948
44,345.0,W 13 St & 6 Ave,40.73649403,-73.99704374
45,433.0,old - E 13 St & Avenue A,40.72955361,-73.98057249
46,3632.0,E 12 St & Avenue B,40.728048571362606,-73.97881150245668
47,457.0,Broadway & W 58 St,40.76695317,-73.98169333
51,3688.0,2 Ave & E 55 St,40.75792020879402,-73.96638214588165
52,3421.0,Hoyt St & Warren St,40.6843549,-73.98901629
53,3090.0,N 8 St & Driggs Ave,40.71774592,-73.95600096
54,232.0,Cadman Plaza E & Tillary St,40.69597683,-73.99014892
55,322.0,Clinton St & Tillary St,40.696192,-73.991218
57,3239.0,Bressler,40.646538367096475,-74.0165877342224
58,3666.0,32 St & 30 Ave,40.7664255270288,-73.92062902450563
59,3669.0,Henry St & W 9 St (OLD),40.67630357634183,-74.00314047932625
60,3120.0,Center Blvd & Borden Ave,40.74161,-73.96044
819,3188.0,NJCU,40.710108700000006,-74.0858489
820,3189.0,West Side Light Rail,40.714402,-74.0887723
821,3190.0,Garfield Ave Station,40.7104670233797,-74.07003879547119
822,3200.0,MLK Light Rail,40.7111305,-74.0788855
823,3216.0,Columbia Park,40.6970299,-74.09693659999998
824,3217.0,Bayside Park,40.698650544,-74.082079678
825,3271.0,Danforth Light Rail,40.69263996618329,-74.08801227807997
826,3274.0,Bethune Center,40.70495751672861,-74.08593088388444
0,3719.0,S Portland Ave & Atlantic Ave,40.68322254161596,-73.9738118648529
1,3153.0,E 71 St & 2 Ave,40.76817546742245,-73.95910263061523
2,3489.0,Gold St & Frankfort St,40.710699946313866,-74.00354146957396
3,3091.0,Frost St & Meeker St,40.71764,-73.94882
4,3663.0,Sterling Pl & 7 Ave,40.67716489469059,-73.97382795810701
5,3147.0,E 85 St & 3 Ave,40.77801203,-73.95407149
6,3462.0,E 44 St & 2 Ave,40.75118387463277,-73.97138714790343
7,3431.0,E 35 St & 3 Ave,40.746524,-73.977885
8,3653.0,31 St & 35 Ave,40.75820464696758,-73.92832159996033
9,3474.0,6 Ave & Spring St,40.7252556952547,-74.00412082672119
10,3250.0,58th St Depot,40.716909780459645,-73.98383796215056
11,3659.0,W 17 St & 9 Ave,40.7429489166009,-74.00413691997528
12,2010.0,Grand St & Greene St,40.72165481,-74.00234737
13,409.0,DeKalb Ave & Skillman St,40.6906495,-73.95643107
14,,,40.845,-73.893
15,357.0,E 11 St & Broadway,40.73261787,-73.99158043
16,3371.0,4 Ave & 2 St,40.674613422475815,-73.98501142859459
17,3466.0,W 45 St & 6 Ave -,40.75668720603179,-73.98257732391356
18,3684.0,W 12 St & W 4 St,40.73756121181137,-74.00398269295692
19,509.0,9 Ave & W 22 St,40.7454973,-74.00197139
20,267.0,Broadway & W 36 St,40.75097711,-73.98765428
21,498.0,Broadway & W 32 St,40.74854862,-73.98808416
22,505.0,6 Ave & W 33 St,40.74901271,-73.98848395
23,3457.0,E 58 St & Madison Ave,40.763025942805186,-73.97209525108337
24,3458.0,W 55 St & 6 Ave,40.76309387270797,-73.97835016250609
25,3040.0,Handlebar @ Gowanus,40.66979964220026,-73.99497985839844
26,407.0,Henry St & Poplar St,40.700469,-73.991454
27,3401.0,2 Ave & 9 St,40.6724811,-73.99331394
28,3660.0,W 16 St & 8 Ave,40.74102150900266,-74.001384973526
29,385.0,E 55 St & 2 Ave,40.75797322,-73.96603308
30,3223.0,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727
31,3658.0,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472
32,3245.0,NYCBS DEPOT - DELANCEY,40.71644423134479,-73.9823305606842
33,3701.0,Cliff St & Fulton St (Old),40.70831794366396,-74.0050408244133
34,524.0,W 43 St & 6 Ave,40.75527307,-73.98316936
35,3115.0,India St & Manhattan Ave,40.73232194,-73.9550858
36,3144.0,E 81 St & Park Ave,40.77677702,-73.95900970000002
37,460.0,S 4 St & Wythe Ave,40.71285887,-73.96590294
38,3432.0,NYCBS Depot - GOW,40.66906013501107,-73.99463653564453
39,414.0,Pearl St & Anchorage Pl,40.70281858,-73.98765762
40,380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877
41,3258.0,W 27 St & 10 Ave,40.75018156325681,-74.00218427181244
42,3641.0,Broadway & W 25 St,40.74286877312112,-73.98918628692627
43,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707
44,466.0,W 25 St & 6 Ave,40.74395411,-73.99144871
45,474.0,5 Ave & E 29 St,40.7451677,-73.98683077
46,486.0,Broadway & W 29 St,40.7462009,-73.98855723
47,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967
48,3708.0,W 13 St & 5 Ave,40.735445,-73.99431
49,3282.0,5 Ave & E 88 St,40.78307,-73.95939
50,223.0,W 13 St & 7 Ave,40.73781509,-73.99994661
51,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235
52,280.0,E 10 St & 5 Ave,40.73331967,-73.99510132
53,482.0,W 15 St & 7 Ave,40.73935542,-73.99931783
54,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885
55,442.0,W 27 St & 7 Ave,40.746647,-73.993915
56,3526.0,31 St & 23 Ave,40.7747878,-73.91255509999998
57,383.0,Greenwich Ave & Charles St,40.735238,-74.000271
58,469.0,Broadway & W 53 St,40.76344058,-73.98268129
59,173.0,Broadway & W 49 St,40.76068327096592,-73.98452728986742
60,500.0,Broadway & W 51 St,40.76228826,-73.98336183
61,513.0,W 56 St & 10 Ave,40.768254,-73.988639
62,3333.0,Columbia St & Lorraine St,40.6747055,-74.00755720000002
63,3586.0,34 Ave & 13 St,40.7638753,-73.9364848
64,3567.0,11 St & 35 Ave,40.76274420000001,-73.9391141
65,3491.0,E 118 St & 1 Ave,40.79747,-73.93504
66,392.0,Jay St & Tech Pl,40.695065,-73.987167
67,3395.0,Henry St & W 9 St,40.6763744,-74.00324957
68,3512.0,27 Ave & 4 St,40.7747175,-73.93378940000002
69,2005.0,Railroad Ave & Kay Ave,40.70531194,-73.97100056
70,3601.0,Sterling St & Bedford Ave,40.6627059,-73.9569115
71,3692.0,5 St & Market St,40.6999974843885,-73.97440128028394
72,3793.0,Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587
73,3691.0,28 Ave & 44 St,40.76408932350689,-73.9106512069702
74,3326.0,Clinton St & Centre St,40.67434,-74.00194698
75,3254.0,Soissons Landing,40.69231660719192,-74.01486575603484
76,3441.0,10 Hudson Yards,40.752957,-74.00264
77,3608.0,5 St & 51 Ave,40.7423737,-73.9566
78,376.0,John St & William St,40.70862144,-74.00722156
79,3342.0,Pioneer St & Richards St,40.6777748,-74.0094613
80,3479.0,Picnic Point,40.68512559515415,-74.02535319328308
81,3764.0,Bushwick Ave & McKibbin St,40.705517,-73.93936
82,3182.0,Yankee Ferry Terminal,40.686931,-74.016966
83,3492.0,E 118 St & Park Ave,40.8005385,-73.9419949
84,3545.0,Broadway & W 122 St,40.8120562,-73.9612547
85,3590.0,Carroll St & Franklin Ave,40.6679411,-73.9588
86,3577.0,34 Ave & 21 St,40.7628138,-73.9342862
87,3566.0,Crescent St & 35 Ave,40.7596276,-73.93214549999998
88,3339.0,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
89,3762.0,3 Ave & Carroll St,40.677027,-73.9865
90,3046.0,Marcus Garvey Blvd & Macon St,40.682601,-73.938037
91,3337.0,Dwight St & Van Dyke St,40.67363551341504,-74.01195555925368
92,3515.0,24 Ave & 26 St,40.774591,-73.918544
93,3606.0,49 Ave & 21 St,40.74252,-73.948852
94,3394.0,Columbia St & W 9 St,40.6769993,-74.00647134
95,3546.0,Pacific St & Classon Ave,40.67919439999999,-73.95879029999998
96,3128.0,21 St & 43 Ave,40.75052534,-73.94594845
97,3661.0,Montgomery St & Franklin Ave,40.666439306870814,-73.96055638790129
98,443.0,Bedford Ave & S 9 St,40.70853074,-73.96408963
99,3596.0,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686
100,3322.0,12 St & 4 Ave,40.668603,-73.99043940000001
101,3530.0,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
102,3605.0,31 Ave & Crescent St,40.76583460000001,-73.9265474
103,3361.0,Carroll St & 6 Ave,40.6740886,-73.9787282
104,3631.0,Crown St & Bedford Ave,40.666563,-73.95674100000002
105,3575.0,Crescent St & 34 Ave,40.76108,-73.930562
106,3381.0,3 St & Hoyt St,40.6777287,-73.99364123
107,278.0,Concord St & Bridge St,40.69766564,-73.98476437
108,3768.0,Waterbury St & Stagg St,40.71019,-73.93734
109,3520.0,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
110,3745.0,36 Ave & 31 St,40.75651272984955,-73.92957486212252
111,3241.0,Monroe St & Tompkins Ave,40.686203000000006,-73.944694
112,3066.0,Tompkins Ave & Hopkins St,40.69957608,-73.94708417
113,3570.0,35 Ave & 37 St,40.7557327,-73.92366109999998
114,3396.0,Clinton St & 4 Place,40.6783563,-74.00014502
115,3578.0,Park Pl & Franklin Ave,40.67418060000001,-73.95649470000002
116,3422.0,Columbia St & Degraw St,40.6859296,-74.00242364
117,3415.0,Prospect Pl & 6 Ave,40.6793307,-73.97519523
118,3340.0,Wolcott St & Dwight St,40.6753274,-74.0100698
119,3459.0,E 53 St & 3 Ave,40.75763227739443,-73.9693057537079
120,3315.0,Henry St & Degraw St,40.6847514,-73.99917254
121,3588.0,Vernon Blvd & 10 St,40.7671863,-73.9373554
122,3095.0,Graham Ave & Herbert St,40.71929301,-73.94500379
123,143.0,Clinton St & Joralemon St,40.69239502,-73.99337909
124,3172.0,W 74 St & Columbus Ave,40.7785669,-73.97754961
125,3355.0,E 66 St & Madison Ave,40.768008893059466,-73.96845281124116
126,3049.0,Cambridge Pl & Gates Ave,40.68488,-73.96304
127,3728.0,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389
128,3773.0,Knickerbocker Ave & Thames St,40.70539,-73.92976
129,3290.0,E 89 St & York Ave,40.7779453,-73.94604100000002
130,3503.0,Madison Ave & E 120 St,40.80295,-73.942954
131,3767.0,Powers St & Olive St,40.71323,-73.93894
132,3527.0,5 Ave & E 126 St,40.80698,-73.94174699999998
133,421.0,Clermont Ave & Park Ave,40.69573398,-73.97129668
134,3777.0,Stockholm St & Wilson Ave,40.699304,-73.92304399999998
135,224.0,Spruce St & Nassau St,40.71146364,-74.00552427
136,3517.0,31 St & Hoyt Ave N,40.7711528,-73.9170074
137,3047.0,Halsey St & Tompkins Ave,40.68236870000001,-73.944118
138,3397.0,Court St & Nelson St,40.6763947,-73.99869893
139,3585.0,Union St & Bedford Ave,40.6691783,-73.9554162
140,3619.0,Newtown Ave & 23 St,40.7713615,-73.9246145
141,3308.0,Kane St & Clinton St,40.6861758,-73.99645295
142,3330.0,Henry St & Bay St,40.6725058,-74.00494695
143,3720.0,Wyckoff St & Bond St,40.68461653897949,-73.98721285164356
144,3556.0,24 St & 41 Ave,40.7527085,-73.9397405
145,3716.0,40 Ave & Crescent St,40.7535992020056,-73.93795609474179
146,3399.0,7 St & 3 Ave,40.67260298150126,-73.98983001708984
147,3347.0,Van Brunt St & Wolcott St,40.6773429,-74.01275056
148,276.0,Duane St & Greenwich St,40.71748752,-74.0104554
149,3449.0,Eckford St & Engert Ave,40.72146256229816,-73.94800901412964
150,3056.0,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465
151,313.0,Washington Ave & Park Ave,40.69610226,-73.96751037
152,3411.0,Bond St & Bergen St,40.6849668,-73.98620772
153,3559.0,21 St & 38 Ave,40.7576314,-73.9391224
154,332.0,Cherry St,40.71219906,-73.97948148
155,3116.0,Huron St & Franklin St,40.73266,-73.95826
156,3417.0,Baltic St & 5 Ave,40.6795766,-73.97854971
157,3568.0,34 St & 35 Ave,40.75693320000001,-73.92622309999999
158,3434.0,W 88 St & West End Ave,40.79025417330417,-73.97718340158461
159,3704.0,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297
160,3108.0,Nassau Ave & Russell St,40.72557000000001,-73.94434
161,3310.0,14 St & 7 Ave,40.663779,-73.98396846
162,3100.0,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694
163,3125.0,45 Rd & 11 St,40.74708586,-73.94977234
164,3454.0,Leonard St & Maujer St,40.71036854235229,-73.94705951213838
165,3359.0,E 68 St & Madison Ave,40.7691572,-73.96703464
166,3499.0,2 Ave & E 122 St,40.8006721,-73.9349
167,298.0,3 Ave & Schermerhorn St,40.68683208,-73.9796772
168,3617.0,28 Ave & 35 St,40.7671,-73.9169858
169,3242.0,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397
170,3564.0,21 St & 36 Ave,40.7601853,-73.9362726
171,3511.0,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
172,3146.0,E 81 St & 3 Ave,40.77573034,-73.9567526
173,339.0,Avenue D & E 12 St,40.72580614,-73.97422494
174,3654.0,31 St & Northern Blvd,40.75186951421875,-73.93349289894103
175,79.0,Franklin St & W Broadway,40.71911552,-74.00666661
176,3336.0,E 97 St & Madison Ave,40.787801,-73.953559
177,436.0,Hancock St & Bedford Ave,40.68216564,-73.95399026
178,3419.0,Douglass St & 4 Ave,40.67927879999999,-73.98154004
179,3598.0,Newton Rd & 44 St,40.7595701,-73.91426779999998
180,3054.0,Greene Ave & Throop Ave,40.6894932,-73.942061
181,3610.0,Vernon Blvd & 30 Rd,40.770845,-73.93417099999998
182,3122.0,48 Ave & 5 St,40.74436328706688,-73.95587325096129
183,3726.0,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003
184,3775.0,Suydam St & Knickerbocker Ave,40.702013,-73.923769
185,3405.0,5 St & 6 Ave,40.6704836,-73.98208968
186,3776.0,Central Ave & Starr Street,40.700003,-73.92834
187,3309.0,E 97 St & 3 Ave,40.7859201,-73.94860294
188,3157.0,East End Ave & E 86 St,40.77518615,-73.94446054
189,3537.0,Carlton Ave & Dean St,40.68097410000001,-73.97100970000002
190,3525.0,23 Ave & 27 St,40.776165,-73.9153175
191,3541.0,Amsterdam Ave & W 125 St,40.813358,-73.956461
192,3311.0,Columbia St & Kane St,40.68763155,-74.0016256
193,3760.0,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153
194,3288.0,E 88 St & 1 Ave,40.778301,-73.9488134
195,3179.0,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342
196,3772.0,Devoe St & Morgan Ave,40.713811,-73.93515
197,3425.0,2 Ave & E 104 St,40.7892105,-73.94370784
198,516.0,E 47 St & 1 Ave,40.75206862,-73.96784384
199,3105.0,N 15 St & Wythe Ave,40.724055,-73.955736
200,3771.0,McKibbin St & Bogart St,40.706237,-73.933871
201,3143.0,5 Ave & E 78 St,40.77632142182271,-73.96427392959596
202,3589.0,Broadway & 12 St,40.7668,-73.93477740000002
203,3323.0,W 106 St & Central Park West,40.7981856,-73.96059090060001
204,3299.0,E 98 St & Park Ave,40.78813,-73.95206
205,282.0,Kent Ave & S 11 St,40.7076449441757,-73.96841526031494
206,3542.0,Amsterdam Ave & W 119 St,40.8086249,-73.9596214
207,3412.0,Pacific St & Nevins St,40.6853761,-73.98302136
208,3676.0,Van Brunt St & Van Dyke St,40.675832943912894,-74.01472628116608
209,3646.0,35 Ave & 10 St,40.763154819103725,-73.93985509872438
210,3437.0,Riverside Dr & W 91 St,40.79313480986664,-73.97700369358063
211,3758.0,George St & Wilson Ave,40.702997,-73.92997
212,3110.0,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117
213,275.0,Washington Ave & Greene Ave,40.68650065,-73.96563307
214,3774.0,Knickerbocker Ave & George St,40.704425,-73.92836
215,3057.0,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416
216,3621.0,27 Ave & 9 St,40.7739825,-73.93091340000002
217,3152.0,3 Ave & E 71 St,40.76873687,-73.96119945
218,3505.0,Lexington Ave & E 127 St,40.805726,-73.936322
219,3375.0,3 Ave & E 72 St,40.7699426,-73.96060712
220,3524.0,19 St & 24 Ave,40.77745520000001,-73.9225403
221,3379.0,E 103 St & Lexington Ave,40.79030510000001,-73.94755757
222,3080.0,S 4 St & Rodney St,40.70934000000001,-73.95608
223,520.0,W 52 St & 5 Ave,40.75992262,-73.97648516
224,418.0,Front St & Gold St,40.70224,-73.982578
225,337.0,Old Slip & Front St,40.70379920000001,-74.00838676
226,3555.0,28 St & 41 Ave,40.751047,-73.93796999999998
227,2023.0,E 55 St & Lexington Ave,40.75968085,-73.97031366
228,3392.0,Commerce St & Van Brunt St,40.68121170000001,-74.00860912
229,3320.0,Central Park West & W 100 St,40.794066608185524,-73.96286845207214
230,3102.0,Driggs Ave & Lorimer St,40.72179134,-73.95041540000003
231,3569.0,Franklin Ave & St Marks Ave,40.6758324,-73.95616770000002
232,3673.0,Dean St & Franklin Ave,40.67759206937376,-73.95563721656801
233,3160.0,Central Park West & W 76 St,40.77896784,-73.97374737
234,400.0,Pitt St & Stanton St,40.71926081,-73.98178024
235,3778.0,Irving Ave & DeKalb Ave,40.7027,-73.92095
236,3328.0,W 100 St & Manhattan Ave,40.795,-73.9645
237,3543.0,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917357
238,3490.0,E 116 St & 2 Ave,40.796879,-73.93726099999998
239,3779.0,Hart St & Wyckoff Ave,40.704876,-73.919911
240,359.0,E 47 St & Park Ave,40.75510267,-73.97498696
241,532.0,S 5 Pl & S 5 St,40.710451,-73.960876
242,3587.0,Carroll St & Washington Ave,40.6686744,-73.9618148
243,3327.0,3 Ave & E 100 St,40.7877214,-73.94728331
244,3599.0,Franklin Ave & Empire Blvd,40.66314000000001,-73.96056949999998
245,3756.0,White St & Moore St,40.704508,-73.9351
246,3302.0,Columbus Ave & W 103 St,40.7969347,-73.9643412291
247,3231.0,E 67 St & Park Ave,40.76780080148132,-73.96592080593109
248,3388.0,President St & Henry St,40.6828003,-73.99990419
249,3787.0,Dock 72 Way & Market St,40.69985,-73.97140999999998
250,3402.0,Court St & State St,40.6902375,-73.99203074
251,3782.0,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178
252,3616.0,Steinway St & 28 Ave,40.7656251,-73.9136695
253,228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855
254,3597.0,43 St & Broadway,40.7577284,-73.9166368
255,3363.0,E 102 St & Park Ave,40.7904828,-73.95033068
256,3365.0,3 St & 7 Ave,40.67038370000001,-73.97839676
257,3297.0,6 St & 7 Ave,40.66866270000001,-73.97988067
258,343.0,Clinton Ave & Flushing Ave,40.69794,-73.96986848
259,3343.0,W 107 St & Columbus Ave,40.7997568,-73.9621128676
260,3535.0,Mt Morris Park W & W 120 St,40.804038,-73.945925
261,3313.0,6 Ave & 12 St,40.66631810000001,-73.9854617
262,3404.0,7 St & 5 Ave,40.67049220000001,-73.98541675
263,3403.0,4 Ave & 9 St,40.6705135,-73.98876585
264,3063.0,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
265,3348.0,Coffey St & Conover St,40.677236,-74.015665
266,2022.0,E 60 St & York Ave,40.759107,-73.959223
267,3067.0,Broadway & Whipple St,40.7016657,-73.9437303
268,3368.0,5 Ave & 3 St,40.67281550000001,-73.98352355
269,3623.0,W 120 St & Claremont Ave,40.8109494,-73.9634
270,3382.0,Carroll St & Smith St,40.680611,-73.99475825
271,3050.0,Putnam Ave & Throop Ave,40.6851532,-73.94111
